customer_id,name,age,country,purchase_amount,age_group,email_hashed
1572,Customer_1572,30,UK,3607,Adult,ed2cd0427c108a416e046f7586df2361c61b0c086a799c8c8e9e49ab4402e4d2
1573,Customer_1573,23,UK,522,Young,8a6c8adac81e2c3fb0bd5fbc7b02bbaca7bc598ae88c301f48ebd956a1e14d39
1574,Customer_1574,47,USA,736,Adult,cedd3432a7de97aac707c1831d90c71a1c063dcc939816f67a653456f6e2700b
1575,Customer_1575,45,India,4464,Adult,f5a29ef439c2a03c49c273a8c0eea3e6e2bc57a38fef377d6582e543a288d328
1576,Customer_1576,48,UK,3654,Adult,4f8309fea011447e2cb368d8b0e15065e510a470c2afa297d8b9f19f72e3465a
1577,Customer_1577,30,USA,1130,Adult,76c56b8a6038c76b8b6b399ecc4ba47d1e0acdda6c6b803a8bd32edcd7ccbe4b
1578,Customer_1578,22,India,2999,Young,7967ef41a864bdc745de2e55ec32047a90d73c422a80701ad0eebf305796a3c4
1579,Customer_1579,55,USA,1928,Senior,421dbd33830cc10bbe806602c4aeb046d536b20cddb7bf8d2e4e01185868185d
1580,Customer_1580,57,USA,3727,Senior,98bfa7307414392ab3c17fe20aa5de179bc1bedce0bc826fa0b93f4458fd45f0
1581,Customer_1581,20,India,1383,Young,abca1cbbdc91b10b15c77538072a5a47a348bf9772457f0c1db9c826f8a738b0
1582,Customer_1582,52,India,3420,Senior,615fe7976c0edd57ac5854ed02caf7442e4f553a36bd55a9745162ed50ee1c6f
1583,Customer_1583,24,UK,1925,Young,0f6c896fba555fe37415f176a6fe50b971eaaac0cc5925fcff66bf010b02153b
1584,Customer_1584,39,India,1781,Adult,d17fa20d657f08e19313ed8177f8a44c6f439fe04622a0fb4914e8b5f2a07265
1585,Customer_1585,64,UK,3679,Senior,dcaded776ff3c648aad0c94a2af25ffd07785ad51f8ffe7f024d9d689369122e
1586,Customer_1586,43,UK,3299,Adult,b3aa5616827ab2932e635a4bcfa9ea0383cc5860d53d66cf9c7f8be2e45bbc13
1587,Customer_1587,42,India,186,Adult,ed09e20d7bc404e3165e56c051f9bcdd9578addc436f1b0f17b2a151572d5e43
1588,Customer_1588,41,UK,2866,Adult,13d29f1c153b7070caa89653318ad79068adcb3b96e6954416fcbe26490f58ef
1589,Customer_1589,61,USA,3972,Senior,8d13e273fbd00cff940f6eb7293546766bc6af86653fb3ed721cca453621b809
1590,Customer_1590,46,India,2068,Adult,3fbac2f82f756f8173a1d308f965cf133210f74d14d975623d83d73f7edb0933
1591,Customer_1591,20,USA,4387,Young,c1f54c0f2459098308366ddd398451a20cae58fc212d7ab3e7772d07b8fc029b
1592,Customer_1592,63,UK,1000,Senior,6329f9620192ac6e154591411af652fcb583a8c5da9f488f157b9a6abbe08881
1593,Customer_1593,54,UK,1838,Senior,36503bafcd0155941ae26a4196141fb89b2f1ab8ce958c120c8b1f4bc21b9f11
1594,Customer_1594,31,India,3250,Adult,f994bd750bc9127f098e1059e43e56cc64a36cca5c554b38931efad81d282567
1595,Customer_1595,39,USA,293,Adult,acb901349de461af66b1bfcfe42c8a8f7b786a58dc27db70d096becdd5b9c31f
1596,Customer_1596,56,USA,2614,Senior,fa959500901e54e72ba8ac8c03a1c9ac2c55776a51bb8d34866c43813092579d
1597,Customer_1597,30,India,4994,Adult,0a5e1844995254efc7ca9265bb4d5d8506f0614e7387424b7cb905e1e4cd9f55
1598,Customer_1598,22,UK,868,Young,d0756e0a8b61020e22036e1e50d231cffdb47b9bfe8a1a9e3764b602aa1d0383
1599,Customer_1599,39,India,4838,Adult,4c992ebae9a70d56a0f171aa25add264bcd0ccd44a3b0a1ab05940507b051cb8
1600,Customer_1600,64,India,3401,Senior,c63d9d69155b6c39dd6e50e7859471731df5cd973817d6c455d0f49ed7917f27
1601,Customer_1601,28,India,2234,Young,7214a6d022c93410f5bd424b99dad2dd4e474af3a073b4ab6511702696f27003
1602,Customer_1602,30,UK,4383,Adult,42e5c40cb6810ac0b75df8a4e0ce12218ee77b7081ba26f8d728ce46c0b28127
1603,Customer_1603,30,India,2518,Adult,6baef368eaeccdb656b76c329534229fa5e9818294fd1938b62506341cbb9177
1604,Customer_1604,64,India,189,Senior,d38c108cf9ddbe7289781bd6077da6b59dab9153ba1efff4fdd2db5947e3ff68
1605,Customer_1605,20,USA,2132,Young,abb3e0341fdbb49eeea43027f249d3968738d8936a9ce32e3a352c9a662acc74
1606,Customer_1606,20,India,222,Young,be4fa15365cf7f37f1b3e236dd4021f31886dd01c4ae558bffe8e8b2c7e9db68
1607,Customer_1607,61,UK,517,Senior,f37497865c94af2c09919d3595eaf8cafa87f10e9336a41b88402e1bd15d9b60
1608,Customer_1608,41,USA,2721,Adult,17eba1d495835bdcb54aeaace002baaff2364161016a03731efcf84126e0e91b
1609,Customer_1609,28,UK,840,Young,b1e9d9321037c776502770f8efc8d214ce684e3ce8edf17f4013deb9fbf72f91
1610,Customer_1610,42,USA,5000,Adult,e14812dbd424670268966441fc97abd17de21f89ca023ab3e353a9a4400774fe
1611,Customer_1611,44,UK,541,Adult,eb75f45f5102dbe62875f0b22560de3f869ef471d4f54623d02d2c8831ee5150
1612,Customer_1612,42,UK,1668,Adult,27e89ac6fd9552e1fb2a68b41235b3bb43fc87bcbbbe5933ec6e447e9886f82c
1613,Customer_1613,35,India,4466,Adult,8a734f006746b8926d4af423623d275785041ea10853f2bfcfd9a516a7757bc8
1614,Customer_1614,29,USA,3483,Young,70cbbe0ceae2ee1e7b05a888cfc061b4bb956084465dff2f07c01cb7f994afa4
1615,Customer_1615,56,UK,388,Senior,b543c681e629c86bddf5a50c31710e2ff7370e6218fc97cd1f2bd10d94287307
1616,Customer_1616,47,India,2953,Adult,8ecb1f5a4b7eae03b811574267e90d4133f76844430648d11c6e73bba7b57a96
1617,Customer_1617,67,UK,1080,Senior,216bb98576d23876c3ac870db0c53c7ba36cd5efc95b694e2e47bfe9d770cfc6
1618,Customer_1618,26,UK,3271,Young,f5054d2aaa149c0145115e7a86c99fb12986235a33e2f562e576beabc040d1e3
1619,Customer_1619,59,UK,3608,Senior,59042ab41076182e76daeaae9da27a06c299f977d63edf2df08c60f730668995
1620,Customer_1620,66,USA,4408,Senior,b990f5a101cd55013cd6b4d2d81618b61fa4db26c7862adca678fea121a7491e
1621,Customer_1621,25,UK,1810,Young,bb05045bf78fd1c3eeb2e76a6dd120f831e40efe3baf4eb3682758a94c11990f
1622,Customer_1622,44,USA,4293,Adult,75d1a297f19ba3b49e5d08a7925f75ccd15d9eff2aaef214ddc58da9a55fa691
1623,Customer_1623,67,USA,437,Senior,27258c88e3a665790aa28f3e72e87795fc978ca741866671ce1fb049224895a5
1624,Customer_1624,44,UK,3647,Adult,4f7851b2a21cd802dd3939aee12270d61059d2ba4a95171f04d43ef7d7326136
1625,Customer_1625,69,USA,906,Senior,84805395216773432bf4235abb5ac408f5e8afbdeac9bf34ad2fcd41f81f16bd
1626,Customer_1626,28,USA,586,Young,fd5cc342bfe60ab3ac670d554251bb3e50cb9d912672dadaad24853947bd2e7d
1627,Customer_1627,48,UK,3824,Adult,5360d853145256ae814d8438bca0d32a93143649e1339af117e7f916aeb85f10
1628,Customer_1628,58,USA,2466,Senior,9668487e26670640079684fac1fd2bc243e76565d147c1670438f6edfee5b17c
1629,Customer_1629,28,UK,3751,Young,cb0ce1ae328735192742060bdc9019fba263c458bdf5e85dfebbe3d734278901
1630,Customer_1630,18,USA,500,Young,3c7baabe4e7ff9aecf9f4a65cc0ca3a30f81dccc55ddae91f24d0ed604f0fee6
1631,Customer_1631,35,UK,4853,Adult,972e5840add0e3f5c1056ac59c712422361aebfd504277f7acdaf3b9a975fd0e
1632,Customer_1632,67,India,2536,Senior,5879c034513037e4418ed1882e897d8a4205d3e639f5a9843a7fb8ed92cc6c46
1633,Customer_1633,38,India,4661,Adult,f3e2506617f042b190437c12bcebdffd438726b133a250dae4ad2302da96ebcc
1634,Customer_1634,61,UK,1909,Senior,891cc4b0091a012976b8d178893f0dd324b5f533aeaa4d44c7d097a99f69f423
1635,Customer_1635,28,India,2301,Young,e06386c6c71ffbdcfec7aeaf02b672f875f769f9376085a2f3f20e68d1f9cca6
1636,Customer_1636,59,India,4628,Senior,068b0086f9c318efd6de58302a8df7babdec6d60e6f4f5acdd0d7aa3a8bad204
1637,Customer_1637,20,UK,3541,Young,650867436af0f343acaa91de7024993cb444a10209af8f7d0e118f90c8eb38e4
1638,Customer_1638,67,India,1633,Senior,43d377b7540d7a526d8671929d77322b30c16553e9b66c5e2610eed7c5f1122d
1639,Customer_1639,64,India,3897,Senior,06bd1a02c3b6606eb85d3f30de17ba0228be72fe1a0c8388de57feb3f8d54dad
1640,Customer_1640,70,India,2736,Senior,7336fdf1d2b4d45893bdf9c0db483a67afe93ed3b35767ea7993a71bad2dc713
1641,Customer_1641,50,India,1130,Senior,f008df595b932b9ddd331585c70c57b1e7f3d5ff9e020a5f8dfb821c8083d11a
1642,Customer_1642,32,USA,387,Adult,5c579d4f95f41a45eb7b59ba3a0569dbf56bf7786e3b799a9b3df3b4e0b7fd99
1643,Customer_1643,43,UK,3214,Adult,f78a8938c77d1335346287a96e67ad9312b40c8d9bf74c01c02f94ddbde7aff4
1644,Customer_1644,24,India,1284,Young,8e30a0a5861d9af18c15aa4e4fb949301f55d6359dacbf3d090152787c73794f
1645,Customer_1645,64,UK,2145,Senior,909631d5d5ba9ab8a44525e39513fcd8c14eb4dfb1c757d9f0f1d557e493575a
1646,Customer_1646,20,India,1986,Young,b5f748e3811aaa07ae82428d3fe842478201ba9c68c03e39e7588a2634452fb4
1647,Customer_1647,44,UK,426,Adult,8dbca98b333cf7dc997d5831194a0ac752e133f414368421c523cf8ce82f2a6b
1648,Customer_1648,29,UK,2279,Young,e53e025ab5d39ef778331579ba0ef777d08e3bdd8f3019e442b58e79db00bc84
1649,Customer_1649,59,USA,175,Senior,f33a8abbce9bfba83d192cb36298747717b9b21f53978c2e4ab505900d4cd6c4
1650,Customer_1650,25,UK,1506,Young,5c8ed76bc7e0ca693671c70d0027b0c10fd739b5f72c22b957bb00f6be6db381
1651,Customer_1651,46,India,3437,Adult,14856f2ac9c203cd6ae2ea11da4b2f58986bc66fcac805a3cab1be54fb140c21
1652,Customer_1652,56,USA,3473,Senior,bfd98658229ff57d951ec48e206399d9675b01366c8b04823e5226a5ab379490
1653,Customer_1653,51,India,3306,Senior,0f6d2aeeb00a21c323f91eb39d2f7fb29ff1d14a88d55b0e156ffbcd8efe9980
1654,Customer_1654,46,India,1874,Adult,f42b82315c2426c019ea85bed925c3439ef185342e181b4e63087863892c165f
1655,Customer_1655,70,India,2861,Senior,06d65c4a72080315adda987ed45d335d4d98337112acf4cb4b97504078d48efb
1656,Customer_1656,32,India,464,Adult,17aa2e4f371a5e8ed73c121a40738241289fcea11c5da07b014857b549d1e0c3
1657,Customer_1657,49,UK,4854,Adult,dda8d0313dd662e102d7312e9a4c502dcace2e59597ca6e82455e0cd3d1d0bdc
1658,Customer_1658,50,UK,3462,Senior,2e7cf5594d87f3fc236865d7c15ed6172b0bcbc668c5f45c1193f3979ada05ba
1659,Customer_1659,47,India,3848,Adult,a765729ce6dab02e04297c53ed863fbffab9ca65c07cd1af576bcb5425b1443f
1660,Customer_1660,26,USA,4681,Young,435c9d19220efd39a0036ab1101fae725d7e3c2d28c24862cefcee90ef039216
1661,Customer_1661,49,India,1274,Adult,5fbe5dd4f0b29f920bc28a7e285ef7af4d11c1489016be0dd9df78ab18b71930
1662,Customer_1662,28,India,4531,Young,28c0cd1fe8fa58f0fb1b57c5b56256ae4caa22f65308cb9f7524f437a066d937
1663,Customer_1663,36,UK,837,Adult,57d0794eb1ebaaae9a1a2b92aff52af954c0f8c15c18e67e79243652c3ba545a
1664,Customer_1664,31,India,1278,Adult,7b87c5b896c9fb91b535afe719b169ced5b8cea62c25d21559ef06f5d3d0bf11
1665,Customer_1665,65,USA,1872,Senior,c8cc1e785b57b80b4ed43eb8c7e9f022d4b44c12e4b6b2f00a9bb61bc7aa73a7
1666,Customer_1666,26,USA,688,Young,171be3ddea23d2cfb2ba292f85d69fcbad48da26d9a45f31339c7227dde95375
1667,Customer_1667,45,UK,4455,Adult,91cfbb8904822a1e3bed1a3604565ee08ec41841177471630a5f785da95fd437
1668,Customer_1668,25,USA,2177,Young,78942a8ea23ad3f8b3d1b10164943c39c6dc167586377a0f5f1bc0a8d19e1502
1669,Customer_1669,31,USA,2727,Adult,a17a10bebceed1cea29bb3dfda95b6227d7362ec92a756f2364ebd792a6ee58d
1670,Customer_1670,59,India,324,Senior,38effc00afd9854a9814107b423de0d5a6e9369795e2aa484578acfccbbd534e
1671,Customer_1671,68,UK,4089,Senior,970744ad729a2554679427823666cccdd06c54219dfb1e84c85016b32d1770b3
1672,Customer_1672,18,USA,4556,Young,0ff797d4b0bc52a99f8bf6150e49c7d0d7a31da40bd9275009b69fdb1f427992
1673,Customer_1673,26,USA,1096,Young,4f97b812b226b33dc7c8ad5911ec18a48554331beed481d875cf73ce23d8b728
1674,Customer_1674,68,UK,917,Senior,6e91a89512eb57e290d64e10f540276dedd72d9fa56f379a4a9b2bb013cba4f5
1675,Customer_1675,61,USA,2417,Senior,cad50737ade7d7c922df6a188d1e54e247db36680f800a395edfe1d1d624c1e4
1676,Customer_1676,20,USA,3880,Young,52a7a36155b5058e139b9f04b4fba778ffd9020666d8273a6e0a22039fe63b4e
1677,Customer_1677,69,India,3584,Senior,50b85fbf06afd8b037dc8970ae190cb1959049c9c161110f31e6c16c5a75ff7b
1678,Customer_1678,28,India,1268,Young,a5dd8412fd6cab5640276da6caa4a414add3b292a54606092aa7f9ea1388706b
1679,Customer_1679,69,India,1871,Senior,34a7f63dc843018235a3499d55c21591ea99433da14b7264c15986d0d0af3c0e
1680,Customer_1680,27,India,1406,Young,c47e13986fce96cee630cfcb39e22bf9ed43808af4564c2591f845feb893f25f
1681,Customer_1681,40,India,4375,Adult,4aaf9196c175406c5a077ebcb46db44af1c5982650c8eecc564da4cdb77f79d6
1682,Customer_1682,33,India,1611,Adult,834582f73c152a1fbe851ffd133cf01235c44fb224a8265f7838899caa5766a2
1683,Customer_1683,54,USA,3623,Senior,f3222ec7482959a4387f6d8858bfb062391de2b044cec15c668f53514705a617
1684,Customer_1684,25,India,3371,Young,a6eff176878903cc3bb726c8e179f92495281d33cbe07dd811e8c9fcefecafe2
1685,Customer_1685,57,UK,3705,Senior,0e2e8c2f3c850617bb7f6a6834255ea86ed187c0858d4d47c697c0208ae1c032
1686,Customer_1686,23,USA,2360,Young,786134172d56c78389a74fced62a9d9f69303155b2333ad5a0cb30ce168eaab5
1687,Customer_1687,68,UK,2601,Senior,d9d18a31b0fae57c9821f4ba615ba14976623828ca0789e0b19f8ead8d28fa7d
1688,Customer_1688,45,USA,3987,Adult,8b5bf93a1909631a3650eae997bd261550687d9431d519e829ebb30d7f319d61
1689,Customer_1689,63,USA,4662,Senior,9a8b6f2d935d0ca6981c7e65591ab67380c0ae44813f0bac9721b0b6cc92714e
1690,Customer_1690,34,USA,2690,Adult,ab0b4c03de0392c668c35efd95cbf7c80154380bde9d7b10d0afe4fbeb9a0f4a
1691,Customer_1691,27,UK,3527,Young,736aca709dea2a22e109ff9dfbebf040d90ab66a7db25576a0cdd445bbdce53f
1692,Customer_1692,66,USA,1400,Senior,a9e6c7ba9506ad21c8190b05e18b1fd0422f2467dedd9c59159b4ecd96a486bb
1693,Customer_1693,40,UK,1584,Adult,f7297460c08d0f41e4a928f36438b23af322edf20d1720a3bfc65b29ea87d65b
1694,Customer_1694,69,UK,3284,Senior,3e8fdb525a0a8fda5d1425904545cef106d51b06f683ecb119c716cdc4c5d1c9
1695,Customer_1695,45,UK,2867,Adult,3fec7cc64e960868864dc9f5fb4e271ef25510434ee8ee39cab3e4ee965204a5
1696,Customer_1696,58,India,1092,Senior,40e924fd4f204281191a82cf72e1484e810cd908911108ebe25ea9d1e849953e
1697,Customer_1697,54,India,4343,Senior,92a87fb4c75355ad3e9d8b57e6b28e385020ee8d50aa9e3538f08af5c03c5b42
1698,Customer_1698,31,UK,524,Adult,220f3365f1cfd26bf240b5bb9eef4bc4e54e26b27021928735853a2213918ab5
1699,Customer_1699,24,India,3283,Young,d4b5daa54f0c6d63aa6af4ebc1f65bc634f793205e352cf2c82b89a0fe2c4a06
1700,Customer_1700,25,UK,2132,Young,fa8c112ed97212819539544b8befb94dfbbd15419fe0436185bfdd77c9b67159
1701,Customer_1701,47,India,1515,Adult,e5d46fdc919726da7e12cdc98c7976fe5eafbc794323de15fb471dec41db17e1
1702,Customer_1702,18,India,3617,Young,0b3e4c651bf28292a88f0426edb1e55bf1c372a18503c77b303e9085dfd402c9
1703,Customer_1703,23,India,1566,Young,18c190e1b632e2acdd3d540f8cf4828d1101f29e7a3fdf1cde38b4b4ea6aec7c
1704,Customer_1704,63,UK,4364,Senior,d75ae42f695e254dba5978f09a56988c467dbd1e0feea5b7772b3c4b129cd46f
1705,Customer_1705,20,USA,471,Young,0de3049d2ac21d46ae6c96a71769c356305eb22019e4ecb1d87b1e4f6b925b95
1706,Customer_1706,70,UK,3515,Senior,8c79ceb892e6675c3c8b3143dce9809b1fc1d0a54bdb3c27dc6b3a86e1cd9127
1707,Customer_1707,19,UK,3912,Young,e3f1c24a60726660eb614c7571a72c9562b2c55f1eb9dfa15067e722262ba06e
1708,Customer_1708,39,UK,3084,Adult,d36e3fffb40d5ccd4a6a9c02cbc92b5e6557b59d7abd689c54346ab0789dc705
1709,Customer_1709,31,India,2841,Adult,f58504752a9593abdb34c72fe06d72457e5bb4b61d78bdd22b82b0c191f8632c
1710,Customer_1710,50,USA,1928,Senior,7754e10697e8a32e0b3da5fda80f7e095bb23bb08af09c8c4c9a53c6a5f01156
1711,Customer_1711,28,India,3523,Young,869b2c138af6f93b07fd0c29eb42f68b5c2a973054911d14f51feaf82d80db7a
1712,Customer_1712,70,India,1685,Senior,ecfb5ffe213803a24613585389ef63a199a6c1ac09765a3abbba970d60461961
1713,Customer_1713,69,USA,3849,Senior,d638423e1a2a97f31070f4b72688e50cc76f41ac63e074484263a25c80306d5f
1714,Customer_1714,19,USA,3787,Young,234a4c1edaebd7453d4399742587c21ff8327307929c31d88a42bcdbba37ab19
1715,Customer_1715,34,UK,989,Adult,248f2d34e6df22b4b8f48311cd282be37483e59f7eaf10e850d1b6119013a7b1
1716,Customer_1716,62,UK,3218,Senior,9b81be608bd31142d822ede6872ae5a4955960de116ebec6f519b9c1e6a7516b
1717,Customer_1717,31,USA,1356,Adult,d63e1764c6380758e9905006668db2763b776a411812a0ae68e093cd227afc66
1718,Customer_1718,60,USA,1280,Senior,4be7cea80b3b69208854b60cecb319a4281f20a4941b8ad08b47183fd8919e40
1719,Customer_1719,29,UK,2514,Young,07d550ea4ef52d754ce867a360ae612d0aff8048b2c5a438f584359de9f990ee
1720,Customer_1720,46,UK,4993,Adult,476f8a0b997bf4b2a0db4ddaa601094fc283b995119762a12db5e0e47d8d6dc1
1721,Customer_1721,63,India,3372,Senior,6067d2193dab0ba715532422c56ad75ac7d941786aeb9f60f5bb7fd5975bdcd0
1722,Customer_1722,66,UK,4646,Senior,0ed58482abf367b6242adaa3593713515655d29352247357b9044554f691910a
1723,Customer_1723,41,USA,2795,Adult,40843474d0c51074c946bd8d29e2144bcba7dbcb1cb5c271cd2f51a44228ba50
1724,Customer_1724,39,USA,4162,Adult,a41a3dc33e97ce4b698717bed6876b2dbc8606c7f7052f98b947ba07c693c9fb
1725,Customer_1725,54,UK,4257,Senior,75c7676aa07b4eb067e986969f12ffbbbf7b039d80c8cabff8e2e2775a7e1780
1726,Customer_1726,19,India,1541,Young,7cc1397c42da962e2d9ace506c12129a1769435453a74da0327fe5cf8dfe8981
1727,Customer_1727,40,UK,1191,Adult,336139c6402082728f383098a1740a118735a2da1224ae018fc45a6e1c2900fa
1728,Customer_1728,44,India,606,Adult,8efd87bc8cd6e403993a5568b885574ef352072665df97b98aacf975fb507669
1729,Customer_1729,55,USA,117,Senior,377c9d0db1010d07a3c55caddeb8f33853c5dbc35c7cd4d7b9bcd1fab44db63b
1730,Customer_1730,58,India,2473,Senior,3c59f36e48a16e4cfd713afb8b40ddb8aa791bf30d7ccd9cdfb1afc12eb60432
1731,Customer_1731,26,USA,3422,Young,b8c531e6ecb960af7a2a188feefcca90a7ab480a801defb5069fbbc28bccf079
1732,Customer_1732,41,UK,1453,Adult,4be928f2ee8ef8989924743473f3e588f7201a8a1f7e8eddf29c2d3a265e71d7
1733,Customer_1733,56,India,362,Senior,5bf43528a8d3948ade65d2ad8f7ddbe8f5d65b30812562df92e6c79616742c88
1734,Customer_1734,53,USA,4542,Senior,570f44c4345b5838b9785e2b25fc75a14d631551d3a418d6e34fa4173849b807
1735,Customer_1735,43,USA,3747,Adult,524c2a87d149888ecf028c78f7082f9c034a2b92cf9e168336688a3f98788c07
1736,Customer_1736,49,India,840,Adult,b1809524e6e092f5cf33d295fbc660bd831e4a40b12e26431517f371e667a857
1737,Customer_1737,40,USA,3897,Adult,f662237856cba2fd5e7c0a37c203da723ff034ddba05945ddeeaee67e9cd412f
1738,Customer_1738,36,USA,3669,Adult,efa5d5adb5df7245eed2e7031ea5d714dbc67aabd166ab4961a813bfa7f0dc53
1739,Customer_1739,68,USA,719,Senior,048ba26d60586156cb86130fbb3a57d66acaa80e16edde9aa1afb11dad965e43
1740,Customer_1740,66,USA,3455,Senior,57519e0c8f95bc2ced0266dfba90f9167db5fa737451ec5224f73f08b7626316
1741,Customer_1741,50,USA,2299,Senior,663ae8c32b30ab977f5dd6b423b1f0936cba5baed02e8246eef9ae10176fef49
1742,Customer_1742,22,USA,3164,Young,b7e52e2e3b1882064a087de61f58475b415cd4428099caebe6aaf7ef0412c533
1743,Customer_1743,19,USA,3148,Young,a12eda2cefb4d1f9f90705d686b725bedc3d926a95c18b74022587b5896a3637
1744,Customer_1744,46,USA,3511,Adult,7f6d4a9cce666ada516a49765dfc97f47b25d2b2f099e4f341502ea2e55820aa
1745,Customer_1745,46,India,2342,Adult,98c6601217df92be8e7acd8a3c7271b55fdc3b16fbba254169b0bda9f57c5d1a
1746,Customer_1746,26,India,2316,Young,6cce5a1819df36f1df267b4ae55098278c07a5ed04d1dcb387d648d1ec6d87f5
1747,Customer_1747,34,USA,2515,Adult,0530de26426d054d0cc5a6f2537d86f46367143516ab1bc485e99f1df35935c1
1748,Customer_1748,26,UK,4351,Young,9f0e9d6843b24bcea484f2f6bd301cde8ba516c382e16c5efc072cf5862586c7
1749,Customer_1749,42,UK,3424,Adult,70bb17aa0518f013d64cbf483f7097b714156f11de4462cfc4003831a8fbd99e
1750,Customer_1750,50,USA,2050,Senior,2abfd77d8d0ec8b4b3b08fb4636b248766ab08f532a3a896bb0c06729ca75a64
1751,Customer_1751,28,USA,4834,Young,c4cb9d6d13201177a22502fe591d87436b0943f25aa481d67a2dea3535cfddd9
1752,Customer_1752,61,UK,4005,Senior,b9c315e984e23026cfa1be356e1cb4864d32a903ec1aa64f8651ddc6088256a0
1753,Customer_1753,48,UK,3849,Adult,15e09b2ac5c5828717c75655063c97c2df7f1a23fd3bca36f56422a3eb985862
1754,Customer_1754,24,USA,2837,Young,0f31710cb672e820a924c53f5fbd1414bd651a2096d555c39b675763cb11ad75
1755,Customer_1755,69,USA,2206,Senior,6ef43f29135156b63e44c21253977fe09cd96fd55c65ad1e69627f3b9dac52f1
1756,Customer_1756,25,UK,3824,Young,9413f657674cb75a610020a5195a5daaa98e5b96d4334344d606b68102acc6e9
1757,Customer_1757,45,UK,4514,Adult,0f806f7fafc77f4e799d041a31d5de87ba5217225d6e908169b5cc8942e8fc5f
1758,Customer_1758,30,India,4309,Adult,5b1f59208c499638fc2832c1a365e461d7784d0dbf8435073fb23356a0d869a7
1759,Customer_1759,48,India,1288,Adult,6fa4f2ab1bfeb821bd04a2f99a7234c94fcca47182315d7569462cd78cb38af4
1760,Customer_1760,44,India,3465,Adult,dbbe7e9f0bd8c329835508c0d5f428a0b68b4cbba87a5e6d5dc720a97bbb2203
1761,Customer_1761,31,USA,4907,Adult,218962f3b5f552c28b2c9a83b6f20a89c1cbed41afa560728d3bd8c4a6724aba
1762,Customer_1762,25,India,4894,Young,312845bc39aa6823794d1ba1861da60f712caef44b01b7d9c4f6eb4bb5aef08b
1763,Customer_1763,64,USA,3028,Senior,8ef3fc83f8bfcd1ba90bfb8f32a5d11cb5f34d94b010d7f4276673cc0306003f
1764,Customer_1764,58,UK,197,Senior,3cdeaefe4151c85a8463d247ad4bc7b32b995cf469a972af5072375fe08c7467
1765,Customer_1765,59,USA,4654,Senior,ba04e01d7e27850485c15c93007c4f31a74af5cc58f298be9be1fe6f5aff4051
1766,Customer_1766,29,UK,3535,Young,930e423b2aa729edbfa16b384550f419d614bf97356f45570b5dd8f82b1be483
1767,Customer_1767,25,USA,1320,Young,7c30aea2077506e274316969044a7eff4c1976e67827a59000b9bc6cdd6544e6
1768,Customer_1768,50,UK,343,Senior,107d1aeeede7a2dd20d7fc08f0617308b9513d99907d775e71a0ff94ff7604da
1769,Customer_1769,59,UK,1659,Senior,884e9a988a2b4538774e0e64ab764d17f6cd7a114faf9406707eba89caa7d5ab
1770,Customer_1770,62,UK,3765,Senior,52ade5541476bc053b6babd1ae49b8f693c9f92bb689ab5ccb52e69951f9241d
1771,Customer_1771,38,India,2684,Adult,74ec11b5193af62a88ad149370444f6ba37de407d314e192404ec2d25a7029b8
1772,Customer_1772,35,UK,3173,Adult,bfcc33a0c8b3837327cb3ff5bb2f4ad125de5bbdcb2da37621a825296f2030ed
1773,Customer_1773,39,UK,2826,Adult,4adf2677d8d4a658bd9e8f47d903f927dbef41d5df9b41e575e84bd952f3b362
1774,Customer_1774,59,USA,4333,Senior,4c39c3a9ff5f6a6ef70d90c3039ff12056b0644f7a9e54a1c056f260521664ca
1775,Customer_1775,25,India,2545,Young,72ef1496b849fb94979637a796f8972c87b8ef477c3c0616127f4f7d3c2f1063
1776,Customer_1776,61,UK,3002,Senior,bc59bb6332d5201e57f1cc08fac69340dd632d607124ce10c88a3c6fc620fda2
1777,Customer_1777,58,UK,3491,Senior,b33b0eac6ac874729138a62c0acfaedea177e9bce8f2cc19f7a03df228d8ec17
1778,Customer_1778,26,India,3088,Young,a6a7743c02e280f9fa820f7adeffde4b4e584be18391e2de76fe7d31e32c57c5
1779,Customer_1779,33,USA,2996,Adult,dd984993a089345d758b0df1b967a53598909a7dbc207822ff178889082d8db7
1780,Customer_1780,58,USA,2849,Senior,3afbd8756bdb15583e10ea28b429720fb182a75d1c52c80c82c50512445477e9
1781,Customer_1781,68,UK,4309,Senior,ee0bf80cdf04109c8134b7da473ee149822939f88511e297c8725d3eef15a98d
1782,Customer_1782,68,India,3384,Senior,ae3d7c8e387b96105994e799154611f83aa9e66bcf7292c06b986fbb587fd8c9
1783,Customer_1783,46,India,1242,Adult,e79f939974247ffc890b1665bb128817f3f09dc1bf057e09a8512e5de1af35ce
1784,Customer_1784,28,India,1250,Young,b640f35bfef26ce3b0208ed82ad0f6f8e7e7c0f67fc1fe8083ab5cae20f294fd
1785,Customer_1785,50,UK,4803,Senior,da2f1f98be5b73089dcfcc952ae45caf22f32099efe09639464392bcc67a30bc
1786,Customer_1786,29,India,2117,Young,acf0b38be0c7207155d1d3cab5dc73cc01cadd083de707d6851318cfc7a6d053
1787,Customer_1787,33,USA,4283,Adult,0975584317f589d259e778e7402659e0cd55ad6f0ecdc848f5ba6c5544cf45da
1788,Customer_1788,58,India,4712,Senior,18695d72cd998c5d5c509758d1ba50920206ee5c2aaffc60cedda6ea1423415e
1789,Customer_1789,50,India,3645,Senior,371230d88e3fedf79bb770b83de9a52464419ac64799936492768fcd6267c827
